,kpgz_code,kpgz_name,template_name
155080,01.02.10.43.878.03,"ФОЛЛИКУЛОСТИМУЛИРУЮЩИЙ ГОРМОН ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ","ФОЛЛИКУЛОСТИМУЛИРУЮЩИЙ ГОРМОН ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
155081,01.02.10.43.878.01,"ФОЛЛИКУЛОСТИМУЛИРУЮЩИЙ ГОРМОН ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)","ФОЛЛИКУЛОСТИМУЛИРУЮЩИЙ ГОРМОН ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)"
155083,01.02.10.43.878.02,"ФОЛЛИКУЛОСТИМУЛИРУЮЩИЙ ГОРМОН ИВД, РЕАГЕНТ","ФОЛЛИКУЛОСТИМУЛИРУЮЩИЙ ГОРМОН ИВД, РЕАГЕНТ"
155107,01.20.07.11.02,ФОЛЬГА УПАКОВОЧНАЯ,ПОСТАВКА ХОЗЯЙСТВЕННЫХ ТОВАРОВ
155119,01.02.11.01.06.04.12,ФОНАРИКИ ДИАГНОСТИЧЕСКИЕ,ФОНАРИКИ ДИАГНОСТИЧЕСКИЕ
155180,01.02.11.01.01.07.11,ФОНАРИ НЕАКТИНИЧНЫЕ,ФОНАРИ НЕАКТИНИЧНЫЕ
155195,01.20.11.02.02,"ПРИБОРЫ БЫТОВЫЕ ОСВЕТИТЕЛЬНЫЕ С ПИТАНИЕМ ОТ БАТАРЕЙ, АККУМУЛЯТОРОВ",ПОСТАВКА БЫТОВОЙ ЭЛЕКТРОНИКИ
155254,01.26.02.04.03.44,ФОРМАЛИН ТЕХНИЧЕСКИЙ,ПОСТАВКА ХИМИЧЕСКИХ ВЕЩЕСТВ
155264,03.24.04,УСЛУГИ ПО ФОРМИРОВАНИЮ И ОБСЛУЖИВАНИЮ ЕДИНОГО ИНФОРМАЦИОННОГО ФОНДА ДОКУМЕНТОВ УЧРЕЖДЕНИЙ ЗДРАВООХРАНЕНИЯ,ОКАЗАНИЕ УСЛУГ ПО СОЗДАНИЮ И ОБСЛУЖИВАНИЮ ЕДИНОГО ИНФОРМАЦИОННОГО ФОНДА ДОКУМЕНТОВ НА БУМАЖНЫХ И ИНЫХ НОСИТЕЛЯХ ГОСУДАРСТВЕННЫХ БЮДЖЕТНЫХ УЧРЕЖДЕНИЙ ЗДРАВООХРАНЕНИЯ
155267,03.20.01,УСЛУГИ ПО ХРАНЕНИЮ ПРОДУКТОВ ПИТАНИЯ,УСЛУГИ ПО ХРАНЕНИЮ ПРОДУКТОВ ПИТАНИЯ
155268,01.02.10.33.05.09,ФОРМИРОВАТЕЛИ ДЕСНЫ ДЛЯ ИМПЛАНТАТОВ ОРТОДОНТИЧЕСКИЕ,ФОРМИРОВАТЕЛИ ДЕСНЫ ДЛЯ ИМПЛАНТАТОВ ОРТОДОНТИЧЕСКИЕ
155287,01.02.11.01.03.26,ФОРОПТЕР,ФОРОПТЕР
155350,01.02.10.43.879.01,"ФОСФАТИДИЛСЕРИН АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ФОСФАТИДИЛСЕРИН АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
155355,01.02.10.43.880.01,"ФОСФАТНЫЙ БУФЕР / БУФЕР СОРЕНСОНА, РАСТВОР ИВД","ФОСФАТНЫЙ БУФЕР / БУФЕР СОРЕНСОНА, РАСТВОР ИВД"
155364,01.02.10.43.881.04,"ФОСФОЛИПИДЫ ИВД, КАЛИБРАТОР","ФОСФОЛИПИДЫ ИВД, КАЛИБРАТОР"
155365,01.02.10.43.881.03,"ФОСФОЛИПИДЫ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ","ФОСФОЛИПИДЫ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
155370,01.02.10.43.881.02,"ФОСФОЛИПИДЫ ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ","ФОСФОЛИПИДЫ ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
155371,01.02.10.43.881.01,"ФОСФОЛИПИДЫ ИВД, РЕАГЕНТ","ФОСФОЛИПИДЫ ИВД, РЕАГЕНТ"
155385,01.02.10.43.882.01,ФОСФОМИЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ФОСФОМИЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
155405,01.15.05.20,АЛЬБОМЫ ДЛЯ ФОТОГРАФИЙ,"ПОСТАВКА КАНЦЕЛЯРСКИХ ТОВАРОВ, БУМАГИ И БУМАЖНЫХ ИЗДЕЛИЙ"
155410,01.15.01.05,ФОТОБУМАГА,"ПОСТАВКА КАНЦЕЛЯРСКИХ ТОВАРОВ, БУМАГИ И БУМАЖНЫХ ИЗДЕЛИЙ"
155423,01.02.11.01.03.45,ФОТОКАМЕРЫ ОФТАЛЬМОЛОГИЧЕСКИЕ,ФОТОКАМЕРЫ ОФТАЛЬМОЛОГИЧЕСКИЕ
155424,01.13.11.03.04.02,ФОТОКАМЕРЫ ЦИФРОВЫЕ,ФОТОКАМЕРЫ ЦИФРОВЫЕ
155429,01.05.02.01.02,ФОТОМЕТРЫ ЛАБОРАТОРНЫЕ,ФОТОМЕТРЫ ЛАБОРАТОРНЫЕ
155430,01.02.11.01.12.01.17.03,"ФОТОМЕТР, АБСОРБЦИОННЫЙ/ТРАНСМИССИОННЫЙ, РУЧНОЙ","ФОТОМЕТР, АБСОРБЦИОННЫЙ/ТРАНСМИССИОННЫЙ, РУЧНОЙ"
155436,01.02.11.01.12.01.17.01,"ФОТОМЕТР, ОТРАЖАТЕЛЬНЫЙ","ФОТОМЕТР, ОТРАЖАТЕЛЬНЫЙ"
155438,01.13.14.16,ФОТОПЛЕНКА ДЛЯ МИКРОФИЛЬМИРОВАНИЯ,ФОТОПЛЕНКА ДЛЯ МИКРОФИЛЬМИРОВАНИЯ
155448,01.05.02.01.40,ФОТОСЕПАРАТОРЫ,ФОТОСЕПАРАТОРЫ
155459,01.02.10.48.16.05,"ФРАКЦИИ ИЗОФЕРМЕНТОВ ДЛЯ АНАЛИЗАТОРОВ ""SEBIA S.A""","ФРАКЦИИ ИЗОФЕРМЕНТОВ ДЛЯ АНАЛИЗАТОРОВ ""SEBIA S.A"""
155465,01.02.10.20.07,ПЛАЗМОФИЛЬТРЫ ДЛЯ ВЫСОКООБЪЕМНОЙ ПЛАЗМОФИЛЬТРАЦИИ,ПЛАЗМОФИЛЬТРЫ ДЛЯ ВЫСОКООБЪЕМНОЙ ПЛАЗМОФИЛЬТРАЦИИ
155472,01.11.02.09.02,ФРЕЗЫ,ПОСТАВКА СТРОИТЕЛЬНЫХ ИНСТРУМЕНТОВ
155489,01.12.01.04,ФРЕЗЫ ДОРОЖНЫЕ,ПОСТАВКА СПЕЦТЕХНИКИ
155517,01.02.10.34.66,ФРЕЗЫ ДЛЯ ТРАВМАТОЛОГИИ И ОРТОПЕДИИ,ФРЕЗЫ ДЛЯ ТРАВМАТОЛОГИИ И ОРТОПЕДИИ
155550,01.02.10.33.01.02,ФРЕЗЫ СТОМАТОЛОГИЧЕСКИЕ,ФРЕЗЫ СТОМАТОЛОГИЧЕСКИЕ
155681,01.02.10.32.08.39,ФРЕЗЫ ТРЕПАНАЦИОННЫЕ ДЛЯ ВМЕШАТЕЛЬСТВ НА СПИННОМ И ГОЛОВНОМ МОЗГЕ,ФРЕЗЫ ТРЕПАНАЦИОННЫЕ ДЛЯ ВМЕШАТЕЛЬСТВ НА СПИННОМ И ГОЛОВНОМ МОЗГЕ
155684,01.11.02.01.13,ФРЕЗЕРЫ РУЧНЫЕ ЭЛЕКТРИЧЕСКИЕ,ПОСТАВКА СТРОИТЕЛЬНЫХ ИНСТРУМЕНТОВ
155697,01.02.10.43.883.04,"ФРУКТОЗАМИН ИВД, КАЛИБРАТОР","ФРУКТОЗАМИН ИВД, КАЛИБРАТОР"
155698,01.02.10.43.883.05,"ФРУКТОЗАМИН ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ","ФРУКТОЗАМИН ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
155708,01.02.10.43.883.01,"ФРУКТОЗАМИН ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
155709,01.02.10.43.883.03,"ФРУКТОЗАМИН ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ (ОТКРЫТЫЕ СИСТЕМЫ)","ФРУКТОЗАМИН ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ (ОТКРЫТЫЕ СИСТЕМЫ)"
155714,01.02.10.43.883.02,"ФРУКТОЗАМИН ИВД, РЕАГЕНТ","ФРУКТОЗАМИН ИВД, РЕАГЕНТ"
155735,01.01.03.25.01.02,ФРУКТЫ ЗАМОРОЖЕННЫЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
155736,01.01.03.25.02.01,ФРУКТЫ СУШЕНЫЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
155771,01.02.10.43.884.01,ФУЗИДИЕВАЯ КИСЛОТА ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ФУЗИДИЕВАЯ КИСЛОТА ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
155779,01.25.18.05,ФУЗОЛОВУШКИ,ФУЗОЛОВУШКИ
155785,01.02.10.43.885,ФУКСИН ОСНОВНОЙ РАСТВОР ИВД,ФУКСИН ОСНОВНОЙ РАСТВОР ИВД
155805,01.02.11.01.03.13,ФУНДУС-КАМЕРА ОФТАЛЬМОЛОГИЧЕСКАЯ,ФУНДУС-КАМЕРА ОФТАЛЬМОЛОГИЧЕСКАЯ
155836,01.02.10.43.886.01,ФУРАЗОЛИДОН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ФУРАЗОЛИДОН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
155842,01.11.04.01.06,ФУРНИТУРА ДЛЯ ДВЕРЕЙ МЕТАЛЛИЧЕСКАЯ,ФУРНИТУРА ДЛЯ ДВЕРЕЙ МЕТАЛЛИЧЕСКАЯ
155860,01.16.28.01,ФУРНИТУРА ДЛЯ МЕБЕЛИ МЕТАЛЛИЧЕСКАЯ,ФУРНИТУРА ДЛЯ МЕБЕЛИ МЕТАЛЛИЧЕСКАЯ
155891,01.11.04.02.04,ФУРНИТУРА ДЛЯ ОКОН МЕТАЛЛИЧЕСКАЯ,ФУРНИТУРА ДЛЯ ОКОН МЕТАЛЛИЧЕСКАЯ
155910,01.11.03.20,ФУРНИТУРА ДЛЯ ПЛИНТУСА,ФУРНИТУРА ДЛЯ ПЛИНТУСА
155925,01.19.01.12,ФУТБОЛКИ ТРИКОТАЖНЫЕ ДЛЯ ВЗРОСЛЫХ,ПОСТАВКА БЫТОВОЙ ОДЕЖДЫ И ОБУВИ
155927,01.19.02.12,ФУТБОЛКИ ТРИКОТАЖНЫЕ ДЛЯ ДЕТЕЙ,ПОСТАВКА БЫТОВОЙ ОДЕЖДЫ И ОБУВИ
155934,01.15.04.01.07.03,ФУТЛЯРЫ (ЧЕХЛЫ) ДЛЯ РУЧЕК КАРТОННЫЕ,"ПОСТАВКА КАНЦЕЛЯРСКИХ ТОВАРОВ, БУМАГИ И БУМАЖНЫХ ИЗДЕЛИЙ"
155935,01.15.04.01.07.01,ФУТЛЯРЫ (ЧЕХЛЫ) ДЛЯ РУЧЕК КОЖАНЫЕ,"ПОСТАВКА КАНЦЕЛЯРСКИХ ТОВАРОВ, БУМАГИ И БУМАЖНЫХ ИЗДЕЛИЙ"
155938,01.15.04.01.07.02,ФУТЛЯРЫ (ЧЕХЛЫ) ДЛЯ РУЧЕК ПЛАСТИКОВЫЕ,"ПОСТАВКА КАНЦЕЛЯРСКИХ ТОВАРОВ, БУМАГИ И БУМАЖНЫХ ИЗДЕЛИЙ"
155942,01.02.10.37.03.08.13,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ УНИВЕРСАЛЬНЫЕ,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ УНИВЕРСАЛЬНЫЕ
155943,01.02.10.37.03.06.03,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ РЕКОНСТРУКЦИИ НИЖНЕЙ ЧЕЛЮСТИ,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ РЕКОНСТРУКЦИИ НИЖНЕЙ ЧЕЛЮСТИ
155945,01.02.10.37.03.02.03,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ ВЕРХНЕЙ ЗОНЫ ЛИЦА,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ ВЕРХНЕЙ ЗОНЫ ЛИЦА
155949,01.02.10.37.03.01.04,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ СВОДА ЧЕРЕПА (КРАНИОПЛАСТИКИ),ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ СВОДА ЧЕРЕПА (КРАНИОПЛАСТИКИ)
155950,01.02.10.37.03.03.03,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ СРЕДНЕЙ ЗОНЫ ЛИЦА,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ СРЕДНЕЙ ЗОНЫ ЛИЦА
155954,01.02.10.37.03.04.02,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ СРЕДНЕЙ ЗОНЫ ЛИЦА - РЕКОНСТРУКЦИИ ДНА ОРБИТЫ,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ СРЕДНЕЙ ЗОНЫ ЛИЦА - РЕКОНСТРУКЦИИ ДНА ОРБИТЫ
155959,01.02.10.37.03.07.03,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ РЕКОНСТРУКЦИИ НИЖНЕЙ ЧЕЛЮСТИ С УГЛОВОЙ СТАБИЛЬНОСТЬЮ (БЛОКИРОВКОЙ),ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ ДЛЯ РЕКОНСТРУКЦИИ НИЖНЕЙ ЧЕЛЮСТИ С УГЛОВОЙ СТАБИЛЬНОСТЬЮ (БЛОКИРОВКОЙ)
155964,01.02.10.34.23,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ И СТЕРИЛИЗАЦИИ ИНСТРУМЕНТОВ,ФУТЛЯРЫ ДЛЯ ХРАНЕНИЯ И СТЕРИЛИЗАЦИИ ИНСТРУМЕНТОВ
155978,01.19.01.10,ХАЛАТЫ ДЛЯ ВЗРОСЛЫХ,ПОСТАВКА МЯГКОГО ИНВЕНТАРЯ
155980,01.19.02.10,ХАЛАТЫ ДЛЯ ДЕТЕЙ,ПОСТАВКА МЯГКОГО ИНВЕНТАРЯ
155984,01.02.10.44.31,"ХАЛАТ ИЗОЛИРУЮЩИЙ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ",ПОСТАВКА ТЕКСТИЛЬНЫХ И ПОЛИМЕРНЫХ МЕДИЦИНСКИХ ИЗДЕЛИЙ ОДНОКРАТНОГО ПРИМЕНЕНИЯ
155985,01.02.10.50.23.01,ХАЛАТЫ МЕДИЦИНСКИЕ МНОГОРАЗОВЫЕ,ХАЛАТЫ МЕДИЦИНСКИЕ МНОГОРАЗОВЫЕ
156009,01.02.10.44.54,"ХАЛАТ ОПЕРАЦИОННЫЙ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ",ПОСТАВКА ТЕКСТИЛЬНЫХ И ПОЛИМЕРНЫХ МЕДИЦИНСКИХ ИЗДЕЛИЙ ОДНОКРАТНОГО ПРИМЕНЕНИЯ
156010,01.19.10.21,ХАЛАТЫ ПРОИЗВОДСТВЕННЫЕ,"ПОСТАВКА СПЕЦИАЛЬНОЙ, ФОРМЕННОЙ ОДЕЖДЫ И ОБУВИ"
156018,01.02.10.50.23.04,"ХАЛАТ ПРОЦЕДУРНЫЙ, МНОГОРАЗОВОГО ИСПОЛЬЗОВАНИЯ","ХАЛАТ ПРОЦЕДУРНЫЙ, МНОГОРАЗОВОГО ИСПОЛЬЗОВАНИЯ"
156019,01.01.07.16,ХАЛВА,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
156028,01.02.10.43.887.08,"ХАНТАВИРУС АНТИГЕНЫ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ХАНТАВИРУС АНТИГЕНЫ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
156029,01.02.10.43.887.03,"ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОБЛОТ","ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОБЛОТ"
156030,01.02.10.43.887.07,"ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
156031,01.02.10.43.887.02,"ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ","ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
156032,01.02.10.43.887.01,"ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, НАБОР, ИММУНОБЛОТ","ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, НАБОР, ИММУНОБЛОТ"
156033,01.02.10.43.887.06,"ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
156034,01.02.10.43.887.04,"ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ), ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ","ХАНТАВИРУС АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ), ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
156035,01.02.10.43.887.05,"ХАНТАВИРУС ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ","ХАНТАВИРУС ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
156042,01.02.10.43.429,ХЕМИЛЮМИНЕСЦЕНТНЫЙ СУБСТРАТ ИВД,ХЕМИЛЮМИНЕСЦЕНТНЫЙ СУБСТРАТ ИВД
156052,01.02.10.22.01.12,"ХИМИЧЕСКИЕ ИНДИКАТОРЫ ДЛЯ ИСПОЛЬЗОВАНИЯ В НИЗКОТЕМПЕРАТУРНЫХ СТЕРИЛИЗАТОРАХ ""STERRAD""","ХИМИЧЕСКИЕ ИНДИКАТОРЫ ДЛЯ ИСПОЛЬЗОВАНИЯ В НИЗКОТЕМПЕРАТУРНЫХ СТЕРИЛИЗАТОРАХ ""STERRAD"""
156053,03.36.14,УСЛУГИ ПО ХИМИЧЕСКОЙ ЧИСТКЕ ИЗДЕЛИЙ,ОКАЗАНИЕ УСЛУГ ПО ХИМЧИСТКЕ ИЗДЕЛИЙ
156103,01.02.10.22.09.02,ИНДИКАТОР ХИМИЧЕСКИЙ ЦИКЛА ТЕСТА БОВИ-ДИК В ВИДЕ КОНТРОЛЬНОГО РАЗОВОГО ПАКЕТА,ИНДИКАТОР ХИМИЧЕСКИЙ ЦИКЛА ТЕСТА БОВИ-ДИК В ВИДЕ КОНТРОЛЬНОГО РАЗОВОГО ПАКЕТА
156111,01.02.10.43.888.03,"ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, КАЛИБРАТОР","ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, КАЛИБРАТОР"
156115,01.02.10.43.888.04,"ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)","ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
156116,01.02.10.43.888.02,"ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ","ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ"
156125,01.02.10.43.888.01,"ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, РЕАГЕНТ","ХИНИДИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, РЕАГЕНТ"
156143,01.11.01.02.05.01,ХЛАДОНЫ,ПОСТАВКА ГАЗОВ И ОБОРУДОВАНИЯ К НИМ
156151,01.02.10.50.22,ХЛАДОЭЛЕМЕНТЫ,ХЛАДОЭЛЕМЕНТЫ
156153,01.01.06.01.10,ХЛЕБ НЕДЛИТЕЛЬНОГО ХРАНЕНИЯ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
156157,01.01.06.11,ХЛЕБОБУЛОЧНЫЕ ИЗДЕЛИЯ ДЛИТЕЛЬНОГО ХРАНЕНИЯ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
156161,01.20.01.03.10,ХЛЕБОПЕЧКИ ЭЛЕКТРИЧЕСКИЕ БЫТОВЫЕ,ПОСТАВКА БЫТОВОЙ ЭЛЕКТРОНИКИ
156162,01.01.06.10,ХЛЕБЦЫ ХРУСТЯЩИЕ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
156172,01.01.01.01.10,ОВСЯНЫЕ ХЛОПЬЯ,ПОСТАВКА ПРОДУКТОВ ПИТАНИЯ
156175,01.26.01.03.08,ХЛОР ЖИДКИЙ,ПОСТАВКА ХИМИЧЕСКИХ ВЕЩЕСТВ
156185,01.26.02.04.03.33,ХЛОРАМИН Т 3-ВОДНЫЙ (РЕАКТИВ),ПОСТАВКА ХИМИЧЕСКИХ ВЕЩЕСТВ
156193,01.02.10.43.889.01,ХЛОРАМФЕНИКОЛ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД,ХЛОРАМФЕНИКОЛ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
156211,01.02.10.43.890.04,"ХЛОРИД (CL-) ИВД, КАЛИБРАТОР","ХЛОРИД (CL-) ИВД, КАЛИБРАТОР"
156212,01.02.10.43.890.01,"ХЛОРИД (CL-) ИВД, НАБОР, ИОН-СЕЛЕКТИВНЫЕ ЭЛЕКТРОДЫ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
156213,01.02.10.43.890.03,"ХЛОРИД (CL-) ИВД, НАБОР, ИОН-СЕЛЕКТИВНЫЕ ЭЛЕКТРОДЫ (ОТКРЫТЫЕ СИСТЕМЫ)","ХЛОРИД (CL-) ИВД, НАБОР, ИОН-СЕЛЕКТИВНЫЕ ЭЛЕКТРОДЫ (ОТКРЫТЫЕ СИСТЕМЫ)"
156214,01.02.10.43.890.05,"ХЛОРИД (CL-) ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ","ХЛОРИД (CL-) ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
156223,01.02.10.43.890.02,"ХЛОРИД (CL-) ИВД, РЕАГЕНТ","ХЛОРИД (CL-) ИВД, РЕАГЕНТ"
156240,01.02.10.43.891,ХЛОРИДНЫЙ (CL-) ЭЛЕКТРОД ИВД,ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
156273,01.02.10.50.26.07,ХОДУНКИ-СТОЛИК ДЛЯ ПРОГУЛОК,ХОДУНКИ-СТОЛИК ДЛЯ ПРОГУЛОК
156274,01.02.11.01.17.08.62,ХОЛЕДОХОСКОП ОПТОВОЛОКОННЫЙ ГИБКИЙ,ХОЛЕДОХОСКОП ОПТОВОЛОКОННЫЙ ГИБКИЙ
156296,01.02.10.43.892.11,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ВЫСОКОЙ ПЛОТНОСТИ ИВД, КАЛИБРАТОР","ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ВЫСОКОЙ ПЛОТНОСТИ ИВД, КАЛИБРАТОР"
156302,01.02.10.43.892.01,"ХОЛЕСТЕРИН ЛИПОПРОТЕИНОВ ВЫСОКОЙ ПЛОТНОСТИ ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ",ПОСТАВКА РЕАГЕНТОВ И РАСХОДНЫХ МАТЕРИАЛОВ ДЛЯ АНАЛИЗАТОРОВ ЗАКРЫТОГО ТИПА
