Шифр расценки и коды ресурсов,Наименование работ и затрат,Ед. изм.,Unnamed: 3,Наименование СПГЗ,ID,КПГЗ,Единица измерения,Unnamed: 8
6.68-43-6,"Ремонт металлических барьерных ограждений типа 11ДО, 11ДД, 11ДОБ без замены концевого элемента балки",1 шт.,1,Ремонт ограждения в рамках благоустройства территории,91741629.0,02.03.03.06 ОБУСТРОЙСТВО МАФ ТЕРРИТОРИЙ,"Погонный метр,Штука",
6.68-43-6,"Ремонт металлических барьерных ограждений типа 11ДО, 11ДД, 11ДОБ без замены концевого элемента балки",1 шт.,1,Ремонт ограждения в рамках компенсационного озеленения,70227499.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
6.68-43-6,"Ремонт металлических барьерных ограждений типа 11ДО, 11ДД, 11ДОБ без замены концевого элемента балки",1 шт.,1,Ремонт ограждения в рамках ремонтно-восстановительных работ на объектах благоустройства,91740696.0,02.06.05.01 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ,"Погонный метр,Штука",
6.68-43-6,"Ремонт металлических барьерных ограждений типа 11ДО, 11ДД, 11ДОБ без замены концевого элемента балки",1 шт.,1,Ремонт ограждения газонов в рамках благоустройства территорий объектов спорта,60046422.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Погонный метр,
6.68-43-6,"Ремонт металлических барьерных ограждений типа 11ДО, 11ДД, 11ДОБ без замены концевого элемента балки",1 шт.,1,Ремонт ограждения газонов в рамках благоустройства территорий учреждений образования,59116755.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Погонный метр,
6.68-43-6,"Ремонт металлических барьерных ограждений типа 11ДО, 11ДД, 11ДОБ без замены концевого элемента балки",1 шт.,1,Ремонт ограждения на особо охраняемых природных территориях,10549057.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Погонный метр,
6.68-43-6,"Ремонт металлических барьерных ограждений типа 11ДО, 11ДД, 11ДОБ без замены концевого элемента балки",1 шт.,1,Ремонт ограждения территории в рамках благоустройства территорий объектов спорта,60046202.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Погонный метр,
6.68-43-6,"Ремонт металлических барьерных ограждений типа 11ДО, 11ДД, 11ДОБ без замены концевого элемента балки",1 шт.,1,Ремонт ограждения территорий в рамках благоустройства территорий учреждений образования,59116705.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Погонный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт дорожно-тропиночной сети из плитки при благоустройстве парков,,,, квадратный метр
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт дорожно-тропиночной сети из плиточного покрытия (брусчатки) в рамках компенсационного озеленения,70227493.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт дорожно-тропиночной сети из плиточного покрытия (брусчатки) на особо охраняемых природных территориях,19583144.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт дорожно-тропиночной сети с покрытием из брусчатки при благоустройстве парков,77612543.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Квадратный метр, квадратный метр
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт покрытия из брусчатки в рамках благоустройства территории,91740044.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт покрытия из брусчатки в рамках ремонтно-восстановительных работ на объектах благоустройства,91743235.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт покрытия из плитки (брусчатка) в рамках благоустройства территорий объектов спорта,60046205.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт покрытия из плитки (брусчатка) в рамках благоустройства территорий учреждений образования,59116607.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт покрытия из тактильной плитки в рамках благоустройства территории,91739834.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт покрытия из тактильной плитки в рамках ремонтно-восстановительных работ на объектах благоустройства,91740810.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт покрытия плиточного в рамках благоустройства территории,91743428.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт покрытия плиточного в рамках ремонтно-восстановительных работ на объектах благоустройства,91743231.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт тактильного дорожного указателя в рамках благоустройства территории,91740355.0,02.03.03.12 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ДЛЯ МАЛОМОБИЛЬНЫХ ГРУПП НАСЕЛЕНИЯ,Штука,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт тактильного дорожного указателя в рамках ремонтно-восстановительных работ на объектах благоустройства,91743635.0,02.06.05.06 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ ДЛЯ МАЛОМОБИЛЬНЫХ ГРУПП НАСЕЛЕНИЯ,Штука,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт тактильного дорожного указателя при благоустройстве парков,,,, квадратный метр
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт тактильного указателя на пешеходной поверхности в рамках благоустройства территорий объектов спорта,60046437.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт тактильного указателя на пешеходной поверхности в рамках благоустройства территорий учреждений образования,59116719.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт тактильного указателя на пешеходной поверхности в рамках компенсационного озеленения,70227509.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-1,"Ремонт покрытия из тротуарной плитки, прямоугольной",1 м2,1,Ремонт тактильного указателя на пешеходной поверхности на особо охраняемых природных территориях,10548560.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Квадратный метр,
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт дорожно-тропиночной сети из плитки при благоустройстве парков,,,, квадратный метр
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт дорожно-тропиночной сети из плиточного покрытия (брусчатки) в рамках компенсационного озеленения,70227493.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт дорожно-тропиночной сети из плиточного покрытия (брусчатки) на особо охраняемых природных территориях,19583144.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Квадратный метр,
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт дорожно-тропиночной сети с покрытием из брусчатки при благоустройстве парков,77612543.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Квадратный метр, квадратный метр
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт покрытия из брусчатки в рамках благоустройства территории,91740044.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт покрытия из брусчатки в рамках ремонтно-восстановительных работ на объектах благоустройства,91743235.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт покрытия из плитки (брусчатка) в рамках благоустройства территорий объектов спорта,60046205.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт покрытия из плитки (брусчатка) в рамках благоустройства территорий учреждений образования,59116607.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт покрытия из тактильной плитки в рамках благоустройства территории,91739834.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт покрытия из тактильной плитки в рамках ремонтно-восстановительных работ на объектах благоустройства,91740810.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт покрытия плиточного в рамках благоустройства территории,91743428.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-44-2,"Ремонт покрытия из тротуарной плитки, фигурной",1 м2,1,Ремонт покрытия плиточного в рамках ремонтно-восстановительных работ на объектах благоустройства,91743231.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-45-1,Ремонт бортового камня бетонного с заменой,1 м,1,Ремонт бортового камня в рамках благоустройства территории,91740034.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
6.68-45-1,Ремонт бортового камня бетонного с заменой,1 м,1,Ремонт бортового камня в рамках благоустройства территорий объектов спорта,60046148.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Погонный метр,
6.68-45-1,Ремонт бортового камня бетонного с заменой,1 м,1,Ремонт бортового камня в рамках благоустройства территорий учреждений образования,59116694.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Погонный метр,
6.68-45-1,Ремонт бортового камня бетонного с заменой,1 м,1,Ремонт бортового камня в рамках обустройства объекта,160770296.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Метр,
6.68-45-1,Ремонт бортового камня бетонного с заменой,1 м,1,Ремонт бортового камня в рамках ремонтно-восстановительных работ на объектах благоустройства,91740812.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
6.68-45-1,Ремонт бортового камня бетонного с заменой,1 м,1,Ремонт бортового камня при благоустройстве парков,77612554.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Погонный метр, погонный метр
6.68-45-2,Ремонт бортового камня бетонного без замены,1 м,1,Ремонт бортового камня в рамках благоустройства территории,91740034.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
6.68-45-2,Ремонт бортового камня бетонного без замены,1 м,1,Ремонт бортового камня в рамках благоустройства территорий объектов спорта,60046148.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Погонный метр,
6.68-45-2,Ремонт бортового камня бетонного без замены,1 м,1,Ремонт бортового камня в рамках благоустройства территорий учреждений образования,59116694.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Погонный метр,
6.68-45-2,Ремонт бортового камня бетонного без замены,1 м,1,Ремонт бортового камня в рамках обустройства объекта,160770296.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Метр,
6.68-45-2,Ремонт бортового камня бетонного без замены,1 м,1,Ремонт бортового камня в рамках ремонтно-восстановительных работ на объектах благоустройства,91740812.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
6.68-45-2,Ремонт бортового камня бетонного без замены,1 м,1,Ремонт бортового камня при благоустройстве парков,77612554.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Погонный метр, погонный метр
6.68-45-3,Ремонт бортового камня гранитного с заменой,1 м,1,Ремонт бортового камня в рамках благоустройства территории,91740034.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
6.68-45-3,Ремонт бортового камня гранитного с заменой,1 м,1,Ремонт бортового камня в рамках благоустройства территорий объектов спорта,60046148.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Погонный метр,
6.68-45-3,Ремонт бортового камня гранитного с заменой,1 м,1,Ремонт бортового камня в рамках благоустройства территорий учреждений образования,59116694.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Погонный метр,
6.68-45-3,Ремонт бортового камня гранитного с заменой,1 м,1,Ремонт бортового камня в рамках обустройства объекта,160770296.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Метр,
6.68-45-3,Ремонт бортового камня гранитного с заменой,1 м,1,Ремонт бортового камня в рамках ремонтно-восстановительных работ на объектах благоустройства,91740812.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
6.68-45-3,Ремонт бортового камня гранитного с заменой,1 м,1,Ремонт бортового камня при благоустройстве парков,77612554.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Погонный метр, погонный метр
6.68-45-4,Ремонт бортового камня гранитного без замены,1 м,1,Ремонт бортового камня в рамках благоустройства территории,91740034.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
6.68-45-4,Ремонт бортового камня гранитного без замены,1 м,1,Ремонт бортового камня в рамках благоустройства территорий объектов спорта,60046148.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Погонный метр,
6.68-45-4,Ремонт бортового камня гранитного без замены,1 м,1,Ремонт бортового камня в рамках благоустройства территорий учреждений образования,59116694.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Погонный метр,
6.68-45-4,Ремонт бортового камня гранитного без замены,1 м,1,Ремонт бортового камня в рамках обустройства объекта,160770296.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Метр,
6.68-45-4,Ремонт бортового камня гранитного без замены,1 м,1,Ремонт бортового камня в рамках ремонтно-восстановительных работ на объектах благоустройства,91740812.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
6.68-45-4,Ремонт бортового камня гранитного без замены,1 м,1,Ремонт бортового камня при благоустройстве парков,77612554.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Погонный метр, погонный метр
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт дорожно-тропиночной сети из плиточного покрытия (брусчатки) в рамках компенсационного озеленения,70227493.0,02.04.04.03.01 ВОССТАНОВЛЕНИЕ ЗЕЛЕНЫХ НАСАЖДЕНИЙ В РАМКАХ КОМПЕНСАЦИОННОГО ОЗЕЛЕНЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт дорожно-тропиночной сети из плиточного покрытия (брусчатки) на особо охраняемых природных территориях,19583144.0,02.03.05 СТРОИТЕЛЬСТВО НА ОСОБО ОХРАНЯЕМЫХ ПРИРОДНЫХ ТЕРРИТОРИЯХ (ООПТ),Квадратный метр,
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт дорожно-тропиночной сети с покрытием из брусчатки при благоустройстве парков,77612543.0,"02.03.04 СТРОИТЕЛЬСТВО ПАРКОВ, МЕСТ ОТДЫХА И ДОСУГА",Квадратный метр, квадратный метр
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт покрытия из брусчатки в рамках благоустройства территории,91740044.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт покрытия из брусчатки в рамках ремонтно-восстановительных работ на объектах благоустройства,91743235.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт покрытия из плитки (брусчатка) в рамках благоустройства территорий объектов спорта,60046205.0,02.03.12 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ ОБЪЕКТОВ СПОРТА,Квадратный метр,
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт покрытия из плитки (брусчатка) в рамках благоустройства территорий учреждений образования,59116607.0,02.03.11 РАБОТЫ ПО БЛАГОУСТРОЙСТВУ ТЕРРИТОРИЙ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ,Квадратный метр,
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт покрытия из тактильной плитки в рамках благоустройства территории,91739834.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт покрытия из тактильной плитки в рамках ремонтно-восстановительных работ на объектах благоустройства,91740810.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт покрытия плиточного в рамках благоустройства территории,91743428.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-46-1,Ремонт покрытия из брусчатки с основанием,1 м2,1,Ремонт покрытия плиточного в рамках ремонтно-восстановительных работ на объектах благоустройства,91743231.0,02.06.05.04 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ПОКРЫТИЯМИ И ЭЛЕМЕНТАМИ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-51-1,Разборка покрытий и оснований мостовой из булыжного камня,100 м3 конструкций,1,Демонтаж покрытия из брусчатки в рамках благоустройства территории,91743680.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-51-1,Разборка покрытий и оснований мостовой из булыжного камня,100 м3 конструкций,1,Замена покрытия из брусчатки в рамках благоустройства территории,91740307.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-51-2,Разборка покрытий и оснований щебеночных,100 м3 конструкций,1,Демонтаж покрытия щебеночного в рамках благоустройства территории,91739623.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-51-2,Разборка покрытий и оснований щебеночных,100 м3 конструкций,1,Замена покрытия щебеночного в рамках благоустройства территории,91738678.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-51-2,Разборка покрытий и оснований щебеночных,100 м3 конструкций,1,Демонтаж покрытия гравийного в рамках благоустройства территории,91742803.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-51-2,Разборка покрытий и оснований щебеночных,100 м3 конструкций,1,Замена покрытия гравийного в рамках благоустройства территории,91742825.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
6.68-51-2,Разборка покрытий и оснований щебеночных,100 м3 конструкций,1,Демонтаж покрытия из песчано-гравийной смеси в рамках благоустройства территории,91739435.0,02.03.03.11 ОБУСТРОЙСТВО ПОКРЫТИЙ И ЭЛЕМЕНТОВ СОПРЯЖЕНИЯ ТЕРРИТОРИЙ,Квадратный метр,
